city,state,quarter,year,qtr,rents,prop_price,dwell_total,dwell_private,dwell_public,net_overseas,net_interstate,net_migration,wpi,employment,labor_income,gfcf_public,gfcf_private,housing_services,cash_rate,prop_price_8cities,treated,post_2017,treat_post
Perth,WA,1/09/2012,2012,3,104.2,105.7,4492,4356,136,9460,1592,11052,116,1305.2,26568,2215,23463,4999,3.5,101.2338,0,0,0
Perth,WA,1/12/2012,2012,4,105.6,107.9,4101,3967,134,12340,1600,13940,117.1,1313.8,26755,2172,22795,5098,3.1833,103.0722,0,0,0
Perth,WA,1/03/2013,2013,1,107.5,111.1,4855,4659,196,7250,999,8249,117.8,1311.7,26868,2348,20577,5231,3,105.5463,0,0,0
Perth,WA,1/06/2013,2013,2,109.9,111.2,5517,5347,171,6300,-33,6267,118.9,1303.3,27053,2352,21285,5370,2.85,108.0979,0,0,0
Perth,WA,1/09/2013,2013,3,111.1,114.5,7007,6516,491,3170,-458,2712,119.5,1304.7,27326,2289,22027,5465,2.6,111.6607,0,0,0
Perth,WA,1/12/2013,2013,4,111.7,115.5,5010,4803,207,7150,-572,6578,120.2,1310.6,27880,2693,20711,5532,2.5,114.534,0,0,0
Perth,WA,1/03/2014,2014,1,112.5,115.5,7672,7434,239,2130,-665,1465,120.6,1304.4,28078,2200,21848,5603,2.5,116.722,0,0,0
Perth,WA,1/06/2014,2014,2,113.1,115.3,6995,6792,204,3940,-696,3244,121.5,1307.7,28040,1998,20374,5676,2.5,118.7932,0,0,0
Perth,WA,1/09/2014,2014,3,113.4,115.3,7086,6954,132,2300,-1057,1243,122.3,1313,27959,2110,19963,5752,2.5,121.3397,0,0,0
Perth,WA,1/12/2014,2014,4,113.4,115.3,6358,6243,115,5620,-1189,4431,122.7,1321.4,27782,2077,20185,5803,2.5,124.7193,0,0,0
Perth,WA,1/03/2015,2015,1,112.6,114.2,8269,7982,287,2210,-1337,873,123.1,1324.8,27467,2195,19545,5821,2.3433,130.728,0,0,0
Perth,WA,1/06/2015,2015,2,112.6,111.4,8546,8382,164,3310,-1426,1884,123.9,1322.5,27354,2168,20079,5876,2.0967,134.4096,0,0,0
Perth,WA,1/09/2015,2015,3,111.6,111.9,9008,8663,345,1600,-2654,-1054,124.5,1317,27262,2090,19268,5885,2,133.617,0,0,0
Perth,WA,1/12/2015,2015,4,110.1,109.9,6394,6084,309,5360,-2515,2845,125.1,1319.5,27584,2116,17399,5879,2,133.0015,0,0,0
Perth,WA,1/03/2016,2016,1,107.6,108.8,8608,8351,256,1360,-3425,-2065,125.3,1315.3,27399,2172,16407,5799,2,134.7943,0,0,0
Perth,WA,1/06/2016,2016,2,106.8,106.8,6588,6486,102,3810,-2395,1415,126,1309.2,27065,2176,14505,5808,1.84,139.1809,0,0,0
Perth,WA,1/09/2016,2016,3,104.5,107.7,6945,6789,156,1440,-3669,-2229,126.2,1292.6,26756,2251,11971,5734,1.59,144.1011,0,0,0
Perth,WA,1/12/2016,2016,4,102.2,106.4,5156,4989,166,5140,-3088,2052,126.6,1292,26071,2162,12686,5671,1.5,148.5361,0,0,0
Perth,WA,1/03/2017,2017,1,99.7,105.8,5189,4836,353,1630,-2749,-1119,127,1303.2,25892,2293,12336,5602,1.5,151.0589,0,1,0
Perth,WA,1/06/2017,2017,2,98.2,104.9,5173,4965,208,3720,-2288,1432,127.7,1317.8,26094,2294,11948,5607,1.5,151.5675,0,1,0
Perth,WA,1/09/2017,2017,3,96.1,106.3,4280,4100,180,1220,-2746,-1526,128.1,1321.5,26243,2337,12310,5581,1.5,150.8515,0,1,0
Perth,WA,1/12/2017,2017,4,94.9,105.2,4459,4320,139,4740,-1861,2879,128.5,1326.9,26734,2236,12372,5581,1.5,150.64,0,1,0
Perth,WA,1/03/2018,2018,1,93.4,105.4,4777,4691,86,2310,-1878,432,128.9,1333.6,27151,2103,11979,5564,1.5,149.0669,0,1,0
Perth,WA,1/06/2018,2018,2,91.7,104.9,4290,3993,296,4360,-847,3513,129.7,1344.8,27268,2035,11759,5522,1.5,146.594,0,1,0
Perth,WA,1/09/2018,2018,3,90.2,104,4517,4375,142,3140,-1913,1227,130.1,1349,27250,2204,11629,5502,1.5,142.227,0,1,0
Perth,WA,1/12/2018,2018,4,89.1,102.6,3501,3419,82,6630,-453,6177,130.5,1352.6,27273,2227,11180,5508,1.5,139.6715,0,1,0
Perth,WA,1/03/2019,2019,1,88.5,101.5,4511,4399,111,3350,-194,3156,130.9,1355.5,27707,2139,10675,5523,1.5,139.5349,0,1,0
Perth,WA,1/06/2019,2019,2,88.3,99.8,3282,3184,98,7900,-195,7705,131.8,1370.4,28211,2050,11750,5567,1.4267,145.1694,0,1,0
Perth,WA,1/09/2019,2019,3,88.2,101.2,4383,4275,109,7630,-304,7326,132.3,1375.3,28677,2209,12029,5599,1.0067,151.9464,0,1,0
Perth,WA,1/12/2019,2019,4,88.1,102,3566,3429,136,10000,505,10505,132.8,1381.9,28790,2213,12153,5652,0.7533,155.3741,0,1,0
Perth,WA,1/03/2020,2020,1,88,101.7,3418,3317,101,-360,262,-98,133,1395.2,29160,2314,12575,5707,0.6433,152.0272,0,1,0
Perth,WA,1/06/2020,2020,2,87.4,103.2,3378,3202,177,-2290,1162,-1128,133.7,1320.6,29071,2163,12185,5736,0.25,152.8894,0,1,0
Perth,WA,1/09/2020,2020,3,87.1,106.3,3132,3004,128,-2150,1722,-428,134.2,1363.8,29458,2107,12404,5774,0.25,159.1138,0,1,0
Perth,WA,1/12/2020,2020,4,87.4,112.1,3020,2941,79,-630,1520,890,134.7,1394.6,30115,2167,12847,5849,0.1533,172.2885,0,1,0
Perth,WA,1/03/2021,2021,1,88,117.7,4124,4011,113,10,-419,-409,135.1,1401.2,30636,2203,14325,5930,0.1,184.1787,0,1,0
Perth,WA,1/06/2021,2021,2,90.3,120.3,3441,3304,137,-570,2553,1983,136.2,1425.5,31361,2529,14567,6111,0.1,193.972,0,1,0
Perth,WA,1/09/2021,2021,3,92.8,123.8,3362,3228,134,240,2910,3150,136.9,1450.1,32145,2638,14692,6275,0.1,201.789,0,1,0
Perth,WA,1/12/2021,2021,4,94.3,125.6191184,3116,2978,138,7230,3541,10771,137.6,1470.4,32771,2658,14822,6405,0.1,205.1993,0,1,0
Perth,WA,1/03/2022,2022,1,96.5,128.677636,3777,3676,101,8830,3096,11926,138.7,1491.9,33625,2907,15507,6572,0.1,201.9656,0,1,0
Perth,WA,1/06/2022,2022,2,98.5,125.6191184,3017,2871,146,14880,3604,18484,140.7,1503.7,34300,2937,15955,6779,0.3867,192.8721,0,1,0
Perth,WA,1/09/2022,2022,3,100.5,128.997481,4164,3946,219,15600,4503,20103,141.8,1513.3,35658,3072,15979,6953,1.78,188.2401,0,1,0
Perth,WA,1/12/2022,2022,4,102.1,130.6566769,3761,3668,93,21000,4439,25439,143.3,1520.9,36039,3166,16439,7093,2.8233,190.6032,0,1,0
Perth,WA,1/03/2023,2023,1,104,133.1554658,4207,3956,251,15260,3981,19241,144.5,1535,37725,3433,16974,7263,3.31,198.5523,0,1,0
Perth,WA,1/06/2023,2023,2,106.72,138.8527047,4882,4725,157,18800,3297,22097,147.2,1546.5,37820,3606,17741,7489,3.8267,204.2778,0,1,0
Perth,WA,1/09/2023,2023,3,109.48,146.6289359,4617,4506,111,14370,3742,18112,148.4,1569.6,39105,3682,19101,7754,4.1,208.2138,0,1,0
Perth,WA,1/12/2023,2023,4,110.96,153.7254965,3878,3767,112,17730,3624,21354,149.3,1585.5,39860,3884,19710,8013,4.2467,212.9412,0,1,0
Perth,WA,1/03/2024,2024,1,114.04,165.5397707,4690,4505,185,8370,3625,11995,150.5,1600.5,40023,3895,19105,8274,4.35,217.8063,0,1,0
Perth,WA,1/06/2024,2024,2,117.37,167.7786856,5946,5781,165,11490,2420,13910,152.3,1609.2,40803,4115,19811,8583,4.35,220.4377,0,1,0
Perth,WA,1/09/2024,2024,3,120.58,173.5958663,6246,6045,201,8590,2943,11533,153.3,1624.6,41689,4619,19530,8890,4.35,219.6487,0,1,0
Sydney,NSW,1/09/2006,2006,3,73.4,83,8080,7895,185,17010,-7790,9220,92.3,3254.6,42250,4181,15634,9720,5.9133,80,1,0,0
Sydney,NSW,1/12/2006,2006,4,74,82.8,7667,7584,82,23020,-6045,16975,93.3,3279.1,43818,3885,15930,9831,6.1467,80.9,1,0,0
Sydney,NSW,1/03/2007,2007,1,74.9,86,7328,7132,195,14640,-6895,7745,93.9,3271.2,44404,3775,16747,9989,6.25,84.3,1,0,0
Sydney,NSW,1/06/2007,2007,2,75.9,88.1,6554,6410,144,20900,-4887,16013,95.2,3304.2,45547,3859,16992,10181,6.25,87.5,1,0,0
Sydney,NSW,1/09/2007,2007,3,77,90.2,8000,7741,260,18340,-5064,13276,95.9,3327.1,46293,3483,17593,10371,6.4,91.2,1,0,0
Sydney,NSW,1/12/2007,2007,4,78,89.7,6919,6830,89,29420,-5324,24096,96.8,3352,46488,4024,17879,10531,6.65,91.8,1,0,0
Sydney,NSW,1/03/2008,2008,1,79.4,88.5,5658,5404,253,18730,-5483,13247,97.6,3394.3,46758,4338,17667,10767,6.9767,91,1,0,0
Sydney,NSW,1/06/2008,2008,2,81.3,86.5,7001,6727,274,25040,-5318,19722,98.7,3413.8,47532,4732,18545,11036,7.25,88.7,1,0,0
Sydney,NSW,1/09/2008,2008,3,82.7,85.1,8041,7747,294,23250,-5380,17870,99.7,3392.1,47687,4953,17633,11270,7.1733,87.5,1,0,0
Sydney,NSW,1/12/2008,2008,4,84.3,83.7,6305,6124,181,23900,-4532,19368,100.5,3392.1,47467,4704,17515,11517,5.2867,86.8,1,0,0
Sydney,NSW,1/03/2009,2009,1,85.7,87.8,7385,7209,176,14570,-3416,11154,101.2,3387.4,47813,4685,17389,11762,3.6167,90.4,1,0,0
Sydney,NSW,1/06/2009,2009,2,87,91.7,5850,5616,234,17710,-2191,15519,102.2,3396.5,47582,4347,17670,11987,3.02,94.4,1,0,0
Sydney,NSW,1/09/2009,2009,3,88.3,96.8,8307,7909,398,13990,-2531,11459,102.6,3408.2,48381,5174,17029,12200,3,99.6,1,0,0
Sydney,NSW,1/12/2009,2009,4,89.1,103.2829,5764,5404,360,17550,-2061,15489,103.6,3404.3,49315,5360,18666,12372,3.4767,103.209,1,0,0
Sydney,NSW,1/03/2010,2010,1,90.1,105.1274,6857,6414,443,7900,-2655,5245,104.2,3417,49757,6571,17546,12570,3.8267,104.6926,1,0,0
Sydney,NSW,1/06/2010,2010,2,91.2,105.0685,7015,6469,546,11970,-2279,9691,105.8,3429.2,51578,5715,18004,12775,4.3967,103.8676,1,0,0
Sydney,NSW,1/09/2010,2010,3,92.5,103.6983,9282,7479,1802,12630,-3815,8815,106.5,3465.7,52387,5727,19050,13011,4.5,102.3567,1,0,0
Sydney,NSW,1/12/2010,2010,4,93.6,103.918,8290,7064,1226,17960,-3346,14614,107.6,3510.6,53077,5586,18654,13246,4.66,102.0289,1,0,0
Sydney,NSW,1/03/2011,2011,1,95.2,103.5697,7780,6868,911,9120,-4000,5120,108.2,3527.2,54035,5508,19075,13554,4.75,101.3277,1,0,0
Sydney,NSW,1/06/2011,2011,2,96.6,102.7143,8323,7721,602,14100,-3698,10402,109.5,3490.5,54667,5043,18621,13821,4.75,99.837,1,0,0
Sydney,NSW,1/09/2011,2011,3,98.1,101.6691,6988,6514,474,12990,-5000,7990,110.5,3510.8,55408,5095,18848,14105,4.75,98.5878,1,0,0
Sydney,NSW,1/12/2011,2011,4,99.4,102.452,6019,5905,113,17900,-4949,12951,111.4,3513.6,55473,5111,19314,14331,4.52,99.1511,1,0,0
Sydney,NSW,1/03/2012,2012,1,100.6,103.3385,6903,6617,287,12240,-4470,7770,112,3526.2,56951,4977,18730,14561,4.25,99.7699,1,0,0
Sydney,NSW,1/06/2012,2012,2,101.9,104.2621,7469,7191,277,16540,-3785,12755,113.5,3529.2,56768,5706,19558,14805,3.8533,100.1815,1,0,0
Sydney,NSW,1/09/2012,2012,3,102.8,105.6004,9731,9607,124,16460,-3719,12741,114,3547.1,56400,5317,19886,14970,3.5,101.2338,1,0,0
Sydney,NSW,1/12/2012,2012,4,103.8,107.5198,7102,7034,68,20700,-3726,16974,114.6,3564,57014,5608,20165,15166,3.1833,103.0722,1,0,0
Sydney,NSW,1/03/2013,2013,1,104.6,110.729,8761,8665,96,13070,-3416,9654,115.1,3599.9,57197,5599,19602,15317,3,105.5463,1,0,0
Sydney,NSW,1/06/2013,2013,2,105.9,114.8747,9430,9154,276,18630,-1712,16918,116.1,3609.3,57743,1675,23494,15526,2.85,108.0979,1,0,0
Sydney,NSW,1/09/2013,2013,3,106.5,120.2781,10983,10882,101,15180,-2467,12713,116.8,3593.3,57887,5517,19578,15682,2.6,111.6607,1,0,0
Sydney,NSW,1/12/2013,2013,4,107.3,124.9587,8308,8235,73,21800,-958,20842,117.6,3575.8,59117,5497,20150,15841,2.5,114.534,1,0,0
Sydney,NSW,1/03/2014,2014,1,108.1,128.71,10260,10145,115,11380,-1614,9766,118,3607.4,60016,6136,21223,16007,2.5,116.722,1,0,0
Sydney,NSW,1/06/2014,2014,2,109.1,132.7729,12833,12743,90,19300,-1184,18116,119.1,3612.9,60709,4027,22341,16220,2.5,118.7932,1,0,0
Sydney,NSW,1/09/2014,2014,3,109.9,137.2009,13033,12698,335,15870,-1827,14043,119.6,3612.9,61400,5403,22174,16394,2.5,121.3397,1,0,0
Sydney,NSW,1/12/2014,2014,4,110.7,142.8551,10158,9936,222,22900,-1663,21237,120.1,3625.4,61769,5167,22614,16608,2.5,124.7193,1,0,0
Sydney,NSW,1/03/2015,2015,1,111.2,153.3535,11660,11313,347,12240,-2103,10137,120.5,3645.5,61996,5293,23392,16750,2.3433,130.728,1,0,0
Sydney,NSW,1/06/2015,2015,2,111.8,159.6257,14204,14123,82,20480,-2006,18474,121.7,3686.8,62965,5687,23442,16918,2.0967,134.4096,1,0,0
Sydney,NSW,1/09/2015,2015,3,112.6,156.8451,12006,11810,196,17230,-3130,14100,122.1,3730.4,64107,5963,23299,17100,2,133.617,1,0,0
Sydney,NSW,1/12/2015,2015,4,113.2,154.1824,10240,10052,187,26060,-3262,22798,122.6,3786.3,64995,6128,24107,17269,2,133.0015,1,0,0
Sydney,NSW,1/03/2016,2016,1,113.8,156.8336,17028,16845,183,16250,-3138,13112,123.1,3793,65735,6553,25442,17413,2,134.7943,1,0,0
Sydney,NSW,1/06/2016,2016,2,114.3,165.9716,15500,15331,170,30130,-2454,27676,124.2,3816.4,65598,6444,26005,17566,1.84,139.1809,1,0,0
Sydney,NSW,1/09/2016,2016,3,115.4,174.4772,17830,16935,895,23770,-4462,19308,124.7,3808,66701,6831,25793,17763,1.59,144.1011,1,0,0
Sydney,NSW,1/12/2016,2016,4,116,181.9925,14571,14435,136,33050,-4608,28442,125.2,3800.4,66809,8305,24714,17999,1.5,148.5361,1,0,0
Sydney,NSW,1/03/2017,2017,1,116.6,184.9708,15562,15442,120,18560,-4440,14120,125.6,3789.9,67692,6877,25875,18268,1.5,151.0589,1,1,1
Sydney,NSW,1/06/2017,2017,2,117.2,184.3229,15441,15296,144,28130,-4092,24038,126.8,3834.6,68656,7103,26706,18559,1.5,151.5675,1,1,1
Sydney,NSW,1/09/2017,2017,3,118,180.0897,16084,15915,170,15190,-6843,8347,127.2,3867.4,69454,7915,27083,18861,1.5,150.8515,1,1,1
Sydney,NSW,1/12/2017,2017,4,118.8,178.6064,16583,16334,249,30280,-5942,24338,127.8,3910.2,70475,7601,28006,19192,1.5,150.64,1,1,1
Sydney,NSW,1/03/2018,2018,1,119.4,175.4677,16955,16799,156,17050,-5622,11428,128.3,3925.7,71370,7583,28250,19470,1.5,149.0669,1,1,1
Sydney,NSW,1/06/2018,2018,2,119.8,171.9632,20118,20013,104,27550,-4749,22801,129.8,3960.3,72458,7655,28326,19745,1.5,146.594,1,1,1
Sydney,NSW,1/09/2018,2018,3,120.2,164.5727,20936,20694,242,18020,-7098,10922,130.3,3982.1,73586,8706,28998,20018,1.5,142.227,1,1,1
Sydney,NSW,1/12/2018,2018,4,120.5,160.6855,14474,14384,90,26960,-6209,20751,130.8,4010.6,74636,8362,28201,20281,1.5,139.6715,1,1,1
Sydney,NSW,1/03/2019,2019,1,120.2,161.0803,19155,18979,176,12030,-5774,6256,131.3,4052.7,76320,8857,28321,20425,1.5,139.5349,1,1,1
Sydney,NSW,1/06/2019,2019,2,120.2,170.9669,15208,15130,79,23290,-5164,18126,132.6,4082.1,77163,8293,28392,20657,1.4267,145.1694,1,1,1
Sydney,NSW,1/09/2019,2019,3,119.9,182.4944,17880,17829,51,17010,-7466,9544,133.1,4090.6,77230,8860,27542,20781,1.0067,151.9464,1,1,1
Sydney,NSW,1/12/2019,2019,4,119.5,188.2437,11817,11670,147,21510,-5647,15863,133.6,4065.1,78368,8756,27793,20949,0.7533,155.3741,1,1,1
Sydney,NSW,1/03/2020,2020,1,119,182.5325,15030,14922,108,-3920,-4173,-8093,133.6,4073.8,78692,8495,26971,21087,0.6433,152.0272,1,1,1
Sydney,NSW,1/06/2020,2020,2,116.6,183.2481,14154,14122,31,-10170,-3615,-13785,134.4,3849.4,77353,7872,25552,20931,0.25,152.8894,1,1,1
Sydney,NSW,1/09/2020,2020,3,116.2,190.7059,12184,12094,90,-490,-5230,-5720,134.9,3960.4,78853,8485,26516,21070,0.25,159.1138,1,1,1
Sydney,NSW,1/12/2020,2020,4,116.2,210.7732,12044,11957,87,-810,-4421,-5231,135.6,4008.5,80443,8718,27571,21324,0.1533,172.2885,1,1,1
Sydney,NSW,1/03/2021,2021,1,115.6,229.4772,12820,12644,176,4130,631,4761,136,4045.6,81736,8548,30290,21565,0.1,184.1787,1,1,1
Sydney,NSW,1/06/2021,2021,2,114.9,243.4691,10910,10821,89,-5890,-4685,-10575,137.2,4081,82952,8748,31493,21710,0.1,193.972,1,1,1
Sydney,NSW,1/09/2021,2021,3,114.3,251.7969,13347,13225,122,15300,-6393,8907,138.1,3943.9,81609,8861,30149,21714,0.1,201.789,1,1,1
Sydney,NSW,1/12/2021,2021,4,114,252.0012,10195,10105,90,36170,-9792,26378,138.9,4006.9,85608,9135,32248,21811,0.1,205.1993,1,1,1
Sydney,NSW,1/03/2022,2022,1,114.2,242.2302,10740,10601,139,25150,-4679,20471,139.6,4129,86755,9356,32928,21948,0.1,201.9656,1,1,1
Sydney,NSW,1/06/2022,2022,2,114.6,227.2213,12823,12637,186,43460,-8167,35293,141.5,4200.8,89431,10252,33644,22115,0.3867,192.8721,1,1,1
Sydney,NSW,1/09/2022,2022,3,116.1,221.4322,12864,12783,81,42550,-10665,31885,142.7,4253.9,92159,10180,34390,22523,1.78,188.2401,1,1,1
Sydney,NSW,1/12/2022,2022,4,117.82,226.3691,11284,11176,108,52440,-8151,44289,143.7,4317,94469,10528,34765,22960,2.8233,190.6032,1,1,1
Sydney,NSW,1/03/2023,2023,1,119.88,240.1741,11644,11466,178,39600,-8316,31284,144.4,4322.6,95937,10674,35395,23431,3.31,198.5523,1,1,1
Sydney,NSW,1/06/2023,2023,2,122.88,246.9826,12263,12110,153,48630,-6744,41886,146.9,4362.9,98009,11740,37102,24133,3.8267,204.2778,1,1,1
Sydney,NSW,1/09/2023,2023,3,126.07,249.5253,12555,12419,136,31490,-8427,23063,148.8,4374.6,100224,12312,36886,24889,4.1,208.2138,1,1,1
Sydney,NSW,1/12/2023,2023,4,127.69,254.1985,9824,9750,75,38260,-7063,31197,149.7,4417.6,101369,11905,36789,25531,4.2467,212.9412,1,1,1
Sydney,NSW,1/03/2024,2024,1,130.38,258.745,12223,12117,107,14730,-7511,7219,150.4,4402.8,102590,11884,37586,26075,4.35,217.8063,1,1,1
Sydney,NSW,1/06/2024,2024,2,132.93,260.8503,11279,11192,87,26210,-5578,20632,152.2,4413.5,102920,11638,37775,26728,4.35,220.4377,1,1,1
Sydney,NSW,1/09/2024,2024,3,135.09,257.3446,12458,12321,137,19090,-7966,11124,153.1,4454.3,103516,12133,38142,27259,4.35,219.6487,1,1,1
